MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
101746,1,Substantial,N2629V,Airplane,Cessna,177RG,Part 91: General aviation,Personal,,Standing,Loss of Control on Ground
101747,1,Substantial,N980WC,Weight-shift,Air Creation/Sides Rick A,MANTA 503,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101748,1,Substantial,N55231,Airplane,CESSNA,172,Part 91: General aviation,Personal,,Approach,Bird Strike
101750,1,Substantial,N7213W,Airplane,PIPER,PA28,Part 91: General aviation,Instructional,,Maneuvering,System/Component Failure - Powerplant
101751,1,Substantial,N911EP,Helicopter,Hughes,369A,Public aircraft,Public aircraft,,Landing,Abnormal Runway Contact
101753,1,Substantial,N9015U,Airplane,GREG MILLER,GOT ROCKS,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101754,1,Substantial,N8105K,Airplane,Grumman,G164,Part 137: Agricultural,Aerial application,,Takeoff,System/Component Failure - Non-power
101755,1,Destroyed,N6300W,Airplane,Cessna,P210,Part 91: General aviation,Personal,,Approach,Fuel Related
101757,1,Substantial,N811RD,Airplane,DAKOTA,S18-160,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101758,1,Substantial,N290MH,Glider,SPORTINE AVIACIJA,LAK17,Part 91: General aviation,Personal,,Maneuvering,Unknown
101759,1,Substantial,N761RG,Airplane,Cessna,T210,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101760,1,Destroyed,N284S,Helicopter,Bell,206,Part 91: General aviation,Aerial observation,,Unknown,Unknown
101761,1,Destroyed,N2ZE,Airplane,Rutan,VARI EZE,Part 91: General aviation,Personal,,Enroute,Fuel Related
101762,1,Substantial,N6849B,Airplane,Piper,PA22,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
101764,1,Substantial,N321C,Airplane,CUBCRAFTERS INC,CC11-160,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101766,1,Substantial,N89LA,Helicopter,Robinson,R44,Part 137: Agricultural,Aerial application,,Maneuvering,System/Component Failure - Non-power
101768,1,Substantial,N9278G,Airplane,Cessna,A188,Part 137: Agricultural,Aerial application,,Takeoff,Other
101769,1,Substantial,N4964S,Airplane,Piper,PA28R,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101770,1,Substantial,N644SB,Airplane,Evektor Aerotechnik,SPORTSTAR,Part 91: General aviation,Instructional,,Landing,Other
101771,1,Substantial,N327MN,Airplane,AVIAT,A1,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
101772,1,Minor,N45303,Balloon,Head,AX8 88,Part 91: General aviation,Business,,Enroute,Unknown
101773,1,None,N971LB,Balloon,Lindstrand,310A,Part 91: General aviation,Business,,Landing,Abnormal Runway Contact
101776,1,Substantial,N9917N,Airplane,Cessna,180,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101778,1,Substantial,N3737R,Airplane,Cub Crafters,CARBON CUB EX,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101779,1,Substantial,N4817S,Airplane,Piper,PA32,Part 91: General aviation,Personal,,Landing,Loss of Control In-Flight
101780,1,Substantial,N298WY,Airplane,AVIAT,A-1C-200,Part 91: General aviation,Flight test,,Maneuvering,Loss of Control In-Flight
101781,1,Substantial,N312LC,Airplane,Beech,36,Part 91: General aviation,Instructional,,Landing,Loss of Control In-Flight
101782,1,Substantial,N104SU,Helicopter,HUGHES,369,Part 133: Rotorcraft ext. load,External load,,Maneuvering,Other
101783,1,Substantial,N12171,Balloon,Cameron,A 315,Part 91: General aviation,Business,,Landing,Abnormal Runway Contact
101784,1,Substantial,N1277A,Airplane,Piper,PA 18,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101786,1,Substantial,N615MW,Gyroplane,ROTORSPORT UK LTD,MTOsport 2017,Part 91: General aviation,Personal,,Takeoff,Abnormal Runway Contact
101787,1,None,N678EC,Airplane,Cirrus,SR22,Part 91: General aviation,Personal,,Enroute,Abrupt Maneuver
101788,1,Substantial,N92403,Airplane,Cessna,182,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
101793,1,Substantial,N91449,Airplane,Piper,PA 14,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101794,1,Substantial,N62130,Airplane,Ryan,ST3KR,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101795,1,Destroyed,N949CG,Airplane,Cirrus,SR22,Part 91: General aviation,Personal,,Initial Climb,Fire - Non-Impact
101798,1,Substantial,N2994P,Airplane,Lake,LA4,Part 91: General aviation,Personal,,Landing,Fire - Non-Impact
101799,1,Substantial,N146BB,Airplane,Just Aircraft LLC,JA 30 Superstol,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
101800,1,Substantial,N334BA,Glider,Evektor Aerotechnik,L13,Part 91: General aviation,Personal,,Standing,Other
101801,1,Substantial,N5418E,Airplane,Cessna,A185F,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
101802,1,Substantial,N467SC,Airplane,Czech Sport,SPORTCRUISER,Part 91: General aviation,Instructional,,Maneuvering,Loss of Control In-Flight
101803,1,Substantial,N79110,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101804,1,Substantial,N997QC,Airplane,GRUMMAN,G164,Part 137: Agricultural,Aerial application,,Landing,Loss of Control on Ground
101806,1,Substantial,N505JS,Airplane,Siebel,Auriga,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101807,1,Destroyed,N2510H,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
101808,1,Substantial,N6643Y,Airplane,Beech,35,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101809,1,Substantial,N9726K,Airplane,Stinson,108,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101810,1,Substantial,N3256V,Airplane,Beech,36,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
101811,1,Substantial,N41382,Airplane,Piper,PA34,Part 91: General aviation,Instructional,,Approach,System/Component Failure - Powerplant
101812,1,Substantial,N3962V,Airplane,Cessna,170,Part 91: General aviation,Personal,,Initial Climb,Other
101813,1,Substantial,N45083,Airplane,Cessna,150,Part 91: General aviation,Personal,,Enroute,Fuel Related
101814,1,Substantial,N48416,Airplane,Grumman,G164,Part 137: Agricultural,Aerial application,,Maneuvering,Low Altitude Operation
101815,1,None,N900FC,Balloon,Aerostar International,RX 8,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101816,1,Substantial,N7547,Glider,Schweizer,SGS233,Part 91: General aviation,Personal,,Enroute,Loss of Lift
101817,1,Substantial,N502BK,Airplane,Progressive Aerodyne,SEAREY,Part 91: General aviation,Personal,,Takeoff,Other
101818,1,Substantial,N11752,Airplane,Uskoski,Ridge Runner IV,Part 91: General aviation,Personal,,Maneuvering,Loss of Control In-Flight
101819,1,Substantial,N60934,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101820,1,Substantial,N2933L,Airplane,Mooney,M20C,Part 91: General aviation,Instructional,,Approach,Turbulence Encounter
101823,1,Substantial,N829PA,Airplane,Cessna,T206,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101824,1,Substantial,N2207N,Airplane,Cessna,140,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
101825,1,Substantial,N317LB,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Initial Climb,Other
101826,1,Substantial,N2907,Airplane,PERFORMER,HIGH PERFORMER,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101827,1,Substantial,N4089R,Airplane,Piper,PA32,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
101828,1,Substantial,N1526A,Airplane,Piper,PA 20,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101829,1,Substantial,N88XK,Airplane,TEAM ROCKET,F1 Rocket,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
101830,1,Substantial,N11513,Airplane,Cessna,150,Unknown,Unknown,,Unknown,Unknown
101831,1,Destroyed,N711GH,Helicopter,"Arrow-Falcon Exporters, Inc.",UH-1H,Public aircraft,Firefighting,,Maneuvering,Loss of Control In-Flight
101835,1,Substantial,N13184,Airplane,Cessna,172,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101836,1,Destroyed,N198DM,Airplane,Beech,200,Part 91: General aviation,Positioning,,Takeoff,Unknown
101837,1,Substantial,N604MG,Airplane,AIR TRACTOR,AT602,Part 137: Agricultural,Aerial application,,Approach,System/Component Failure - Non-power
101839,1,Destroyed,N997S,Airplane,Lancair,LANCAIR SUPER ES,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
101841,1,Destroyed,N710NA,Airplane,Cessna,182,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101842,1,Substantial,N386X,Airplane,Maule,M5,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101844,1,Substantial,N30492,Airplane,WAG AERO,CUBBY,Part 91: General aviation,Instructional,,Landing,Loss of Control on Ground
101845,1,Substantial,N759FA,Airplane,Air Tractor,AT802,Part 137: Agricultural,Aerial application,,Maneuvering,Loss of Control In-Flight
101846,1,Substantial,N156BB,Airplane,Socata,TB200,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
101847,1,Substantial,N86002,Airplane,Aeronca,11AC,Part 91: General aviation,Personal,,Enroute,Fuel Related
101849,1,Substantial,N133PJ,Airplane,Champion,8GCBC,Part 91: General aviation,Personal,,Taxi,Other
101850,1,Substantial,N8267N,Airplane,Piper,PA28,Part 91: General aviation,Instructional,,Takeoff,Loss of Control on Ground
101851,1,Substantial,N7620A,Airplane,Cessna,180,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101852,1,Substantial,N639RR,Airplane,Cessna,R182,Part 91: General aviation,Aerial observation,,Enroute,System/Component Failure - Powerplant
101853,1,Substantial,N8629M,Airplane,Beech,55,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101854,1,Substantial,N748P,Airplane,Cessna,180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101856,1,Substantial,N314,Helicopter,Kaman,K 1200,Part 133: Rotorcraft ext. load,External load,,Maneuvering,Unknown
101859,1,Substantial,N1621W,Airplane,Beech,55,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101860,1,Substantial,N2437D,Airplane,Grumman,G164,Part 137: Agricultural,Aerial application,,Takeoff,System/Component Failure - Powerplant
101861,1,Substantial,N926TA,Airplane,Northrop,F5,Part 91: General aviation,Business,,Landing,Abnormal Runway Contact
101862,1,Substantial,N7468D,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101866,1,Substantial,N9540T,Airplane,Cessna,210,Part 91: General aviation,Personal,,Landing,System/Component Failure - Non-power
101867,1,Destroyed,N64EM,Airplane,Cessna,T210,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
101871,1,Destroyed,N1550G,Airplane,Beech,A36,Part 91: General aviation,Personal,,Takeoff,Runway Excursion
101872,1,Substantial,N36SC,Airplane,Jewett,SC-360,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101873,2,Substantial,N7498L,Airplane,Piper,PA18,Part 91: General aviation,Personal,,Initial Climb,Midair
101873,1,Substantial,N714KH,Airplane,Cessna,A185,Part 135: Air taxi & commuter,Other/Unknown,,Approach,Midair
101877,1,Destroyed,N900DT,Airplane,Rockwell,500,Part 91: General aviation,Instructional,,Enroute,Fuel Related
101878,1,Substantial,N628JB,Airplane,Vans,RV6,Part 91: General aviation,Personal,,Maneuvering,Controlled Flight Into Terrain
101879,1,Substantial,N65645,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Maneuvering,System/Component Failure - Powerplant
101880,1,Substantial,N386MA,Airplane,Diamond,DA 40,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101881,1,Destroyed,N607SR,Airplane,Cirrus,SR22,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
101884,1,Substantial,N7469P,Airplane,Piper,PA24,Part 91: General aviation,Personal,,Takeoff,Fuel Related
101885,1,Substantial,N94589,Airplane,Cessna,152,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101886,1,Substantial,N3707U,Airplane,Cessna,182,Part 91: General aviation,Glider tow,,Maneuvering,Navigation Error
101887,1,Substantial,N3422L,Airplane,Cessna,TU206,Part 91: General aviation,Skydiving,,Approach,System/Component Failure - Powerplant
101888,1,Substantial,N21488,Airplane,Cessna,182,Part 91: General aviation,Other work use,,Landing,Abnormal Runway Contact
101891,1,Substantial,N698D,Airplane,Cessna,414,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101892,1,Substantial,N9341N,Airplane,Piper,PA28R,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Powerplant
101894,1,Substantial,N103VK,Airplane,Cessna,172,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101897,1,Substantial,N5939P,Airplane,Piper,PA24,Part 91: General aviation,Personal,,Initial Climb,Fuel Related
101898,1,Substantial,N4214H,Airplane,Piper,PA 14,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
101899,1,Substantial,N3251Z,Airplane,Piper,PA22,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
101902,1,Substantial,N354DM,Airplane,ZENITH,CH601,Part 91: General aviation,Personal,,Takeoff,Other
101903,1,Substantial,N508TE,Airplane,TECNAM,P92,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101905,1,Substantial,N8957W,Airplane,PIPER,PA28,Part 91: General aviation,Personal,,Enroute,Medical Event
101906,1,Destroyed,N7323K,Airplane,Piper,PA20,Part 91: General aviation,Personal,,Enroute,Unintended Flight Into IMC
101907,1,Substantial,N153JW,Airplane,Titan,Mustang T-51,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
101913,1,Substantial,N909C,Airplane,Stinson,108-3,Part 91: General aviation,Personal,,Standing,Unknown
101914,1,Substantial,N5178J,Airplane,Cessna,340,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Non-power
101915,1,Substantial,N30529,Airplane,THRUSH,S2R-H80,Part 91: General aviation,Aerial application,,Maneuvering,Low Altitude Operation
101916,1,Substantial,N170JS,Airplane,Cessna,170,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101918,1,Destroyed,N733CD,Airplane,Cirrus,SR22,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
101919,1,Destroyed,N818S,Airplane,Beech,35,Part 91: General aviation,Personal,,Enroute,Controlled Flight Into Terrain
101920,1,Substantial,N4636D,Airplane,Beech,35,Part 91: General aviation,Personal,,Enroute,Unknown
101921,1,Substantial,N57607,Airplane,Piper,PA36,Part 137: Agricultural,Aerial application,,Initial Climb,Unknown
101922,1,Substantial,N185DK,Airplane,Cessna,A185,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101923,1,Substantial,N373VU,Airplane,Stearman,A75N1(PT17),Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101924,1,Substantial,N3576X,Airplane,Piper,PA32R,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101925,1,Substantial,N2875T,Airplane,Piper,PA28-140,Part 91: General aviation,Personal,,Enroute,Fuel Related
101926,1,Substantial,N567N,Airplane,PIPER,PA-38-112,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
101927,1,Substantial,N6107L,Airplane,American Aviation,AA 1,Part 91: General aviation,Instructional,,Approach,Fuel Related
101928,1,Substantial,N4166Z,Airplane,Piper,PA28,Part 91: General aviation,Personal,,Emergency Descent,Loss of Control In-Flight
101929,1,Substantial,N1832,Airplane,Cessna Ector,305A,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
101930,1,Substantial,N334SC,Airplane,Cessna,180,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101932,1,Substantial,N8885X,Airplane,Cessna,182,Part 91: General aviation,Personal,,Emergency Descent,Controlled Flight Into Terrain
101933,1,Substantial,N354PA,Helicopter,EUROCOPTER,AS 350,Part 91: General aviation,Positioning,,Enroute,System/Component Failure - Non-power
101934,1,Substantial,N2625Q,Airplane,Cessna,182,Part 91: General aviation,Personal,,Landing,Undershoot/Overshoot
101936,1,Substantial,N172CS,Airplane,Cessna,172,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101937,1,Substantial,N465JP,Powered parachute,Powrachute,AIRWOLF,Part 91: General aviation,Personal,,Takeoff,Collision on Takeoff or Landing
101939,1,Substantial,N93AB,Airplane,Lake,LA4,Part 91: General aviation,Personal,,Takeoff,System/Component Failure - Non-power
101940,1,Substantial,N194HC,Helicopter,Robinson,R22,Part 91: General aviation,Instructional,,Takeoff,Other
101943,1,Substantial,N946SF,Airplane,Cessna,152,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
101944,1,Substantial,N232PA,Airplane,Zenith,CH650LS,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
101946,1,Substantial,N56906,Airplane,QUAD CITY,CHALLENGER,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101948,1,Substantial,N74HS,Airplane,Beech,A36,Part 91: General aviation,Personal,,Enroute,Fuel Related
101949,1,Substantial,N897DC,Airplane,Maule,MX7,Part 91: General aviation,Personal,,Landing,Abnormal Runway Contact
101953,1,Destroyed,N37C,Airplane,NAVION,B,Part 91: General aviation,Personal,,Initial Climb,Loss of Control In-Flight
101954,1,Substantial,N656BN,Airplane,Zenair,CH750 CRUZER,Part 91: General aviation,Personal,,Enroute,Loss of Control In-Flight
