MKey,AircraftNumber,Category,Subcategory,Section,Subsection,ModifierName
97253,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97253,1,Personnel issues,Experience/knowledge,Experience/qualifications,Qualification/certification,Pilot
97254,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97254,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Not attained/maintained
97254,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97254,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97254,1,Personnel issues,Experience/knowledge,Experience/qualifications,Total experience,Pilot
97255,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97255,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97255,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
97255,1,Environmental issues,Physical environment,Object/animal/substance,Pole,Contributed to outcome
97261,1,Aircraft,Aircraft power plant,Eng oil sys (airframe furnish),Cooler,Failure
97261,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Failure
97264,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent rate,Not attained/maintained
97264,1,Aircraft,Aircraft systems,Landing gear system,Main landing gear,Capability exceeded
97264,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97268,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
97268,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97268,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97269,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Thermal lifting,Effect on operation
97269,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Attain/maintain not possible
97270,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97270,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97270,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97271,1,Aircraft,Aircraft power plant,Engine fuel and control,Fuel control/carburetor,Fatigue/wear/corrosion
97271,1,Aircraft,Aircraft power plant,Engine fuel and control,Fuel control/carburetor,Not serviced/maintained
97271,1,Personnel issues,Task performance,Maintenance,Repair,Maintenance personnel
97272,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Unknown/Not determined
97272,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97272,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97274,1,Aircraft,Aircraft systems,Landing gear system,Brake,Inoperative
97274,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Attain/maintain not possible
97274,1,Aircraft,Aircraft systems,Landing gear system,Landing gear brakes system,Failure
97275,1,Personnel issues,Task performance,Planning/preparation,(general),Pilot
97275,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97275,1,Environmental issues,Physical environment,Runway/land/takeoff/taxi surface,Wet surface,Effect on operation
97275,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
97275,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Surface speed/braking,Not attained/maintained
97275,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97276,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97276,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97277,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97277,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97277,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97279,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid condition
97281,1,Aircraft,Aircraft structures,Wing structure,Attach fittings (on wing),Incorrect use/operation
97281,1,Personnel issues,Experience/knowledge,Knowledge,Knowledge of equipment,Owner/builder
97281,1,Organizational issues,Support/oversight/monitoring,Documentation/record keeping,(general),Manufacturer
97281,1,Personnel issues,Action/decision,Action,Incomplete action,Pilot
97282,1,Environmental issues,Physical environment,Object/animal/substance,Pole,Effect on equipment
97282,1,Environmental issues,Physical environment,Object/animal/substance,Pole,Awareness of condition
97282,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
97282,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97282,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97283,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
97283,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97283,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97283,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Effect on operation
97284,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97284,1,Aircraft,Aircraft structures,Wing structure,Trailing edge flaps,Incorrect use/operation
97284,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97284,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97284,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97285,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97285,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Below VFR minima,Decision related to condition
97285,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97288,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
97288,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97288,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97288,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97288,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97288,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Surface speed/braking,Not attained/maintained
97292,2,Environmental issues,Conditions/weather/phenomena,Light condition,Glare,Effect on personnel
97292,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
97292,1,Environmental issues,Conditions/weather/phenomena,Light condition,Glare,Effect on personnel
97292,2,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot of other aircraft
97293,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on equipment
97293,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Response/compensation
97293,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97293,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97293,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97294,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97294,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
97294,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low ceiling,Contributed to outcome
97294,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low visibility,Contributed to outcome
97294,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Fog,Contributed to outcome
97296,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97296,1,Aircraft,Aircraft systems,Flight control system,Rudder control system,Unintentional use/operation
97296,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97297,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97297,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Attain/maintain not possible
97297,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97299,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97299,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97299,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97299,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97300,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97300,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Not attained/maintained
97300,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97302,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
97302,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
97302,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97302,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97302,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Not attained/maintained
97304,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng cyl section,Not serviced/maintained
97304,1,Personnel issues,Task performance,Maintenance,Scheduled/routine maintenance,Owner/builder
97304,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng cyl section,Failure
97305,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97305,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97305,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97305,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97307,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97307,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97307,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Effect on operation
97307,1,Environmental issues,Physical environment,Object/animal/substance,(general),Contributed to outcome
97310,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
97310,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97311,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Not specified
97311,1,Aircraft,Aircraft systems,Fuel system,Fuel distribution,Design
97313,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97313,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97315,1,Personnel issues,Task performance,Use of equip/info,Use of policy/procedure,Student/instructed pilot
97315,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97315,1,Aircraft,Aircraft power plant,Engine controls,Power lever,Incorrect use/operation
97316,1,Environmental issues,Physical environment,Terrain,Rough terrain,Effect on operation
97316,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97316,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97318,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97318,1,Environmental issues,Physical environment,Object/animal/substance,Ground vehicle,Effect on operation
97318,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97318,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Effect on operation
97319,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97319,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97320,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97320,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97320,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97320,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97320,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97323,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97323,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97323,1,Environmental issues,Physical environment,Object/animal/substance,(general),Contributed to outcome
97324,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97324,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97324,1,Aircraft,Aircraft systems,Flight control system,TE flap control system,Incorrect use/operation
97324,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97324,1,Personnel issues,Task performance,Use of equip/info,Use of checklist,Pilot
97325,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
97325,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Attain/maintain not possible
97325,1,Personnel issues,Task performance,Maintenance,Installation,Maintenance personnel
97325,1,Personnel issues,Task performance,Inspection,Post maintenance inspection,Maintenance personnel
97326,1,Aircraft,Aircraft power plant,Ignition system,Magneto/distributor,Failure
97327,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97327,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97327,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97328,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on equipment
97328,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97329,1,Aircraft,Aircraft power plant,Ignition system,Magneto/distributor,Not serviced/maintained
97329,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97329,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97329,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97329,1,Aircraft,Aircraft power plant,Ignition system,Magneto/distributor,Malfunction
97330,1,Personnel issues,Psychological,Attention/monitoring,Task monitoring/vigilance,Pilot
97330,1,Personnel issues,Psychological,Attention/monitoring,Attention,Pilot
97330,1,Personnel issues,Task performance,Use of equip/info,Use of charts,Pilot
97330,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97330,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97331,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97331,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97331,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97331,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
97332,1,Personnel issues,Task performance,Planning/preparation,Weight/balance calculations,Pilot
97332,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Capability exceeded
97332,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97332,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
97333,1,Aircraft,Aircraft systems,Flight control system,Aileron control system,Not installed/available
97333,1,Aircraft,Fluids/misc hardware,Misc hardware,Fasteners,Not installed/available
97335,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
97335,1,Environmental issues,Physical environment,Object/animal/substance,Pole,Contributed to outcome
97335,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
97335,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
97337,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Not attained/maintained
97337,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97337,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Effect on operation
97337,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Effect on operation
97338,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97338,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97338,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97338,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97339,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97339,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97339,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97339,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97340,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Effect on operation
97340,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97340,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97341,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97341,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97341,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97341,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97342,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97342,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Effect on equipment
97342,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97343,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97343,1,Environmental issues,Physical environment,Terrain,Rough terrain,Contributed to outcome
97343,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97343,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on operation
97343,1,Aircraft,Aircraft power plant,Engine fuel and control,Fuel control/carburetor,Incorrect use/operation
97344,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Failure
97344,1,Aircraft,Aircraft systems,Electrical power system,Electrical pwr sys wiring,Damaged/degraded
97345,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97345,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97345,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97346,1,Environmental issues,Physical environment,Object/animal/substance,Ground equipment,Contributed to outcome
97346,1,Aircraft,Aircraft systems,Fuel system,Fuel selector/shutoff valve,Not used/operated
97346,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid management
97346,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97347,1,Environmental issues,Physical environment,Object/animal/substance,Animal(s)/bird(s),Effect on operation
97347,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Attain/maintain not possible
97348,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Effect on operation
97348,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Incorrect use/operation
97348,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97353,1,Aircraft,Aircraft systems,Landing gear system,Nose/tail landing gear,Malfunction
97353,1,Aircraft,Aircraft systems,Landing gear system,Gear position and warning,Malfunction
97354,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97355,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97355,1,Aircraft,Aircraft systems,Landing gear system,Gear extension and retract sys,Not specified
97357,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97357,1,Aircraft,Aircraft power plant,(general),(general),Unknown/Not determined
97358,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97358,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97359,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
97359,1,Personnel issues,Psychological,Attention/monitoring,Monitoring equip/instruments,Pilot
97359,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Incorrect use/operation
97359,1,Aircraft,Fluids/misc hardware,Fluids,Oil,Not specified
97360,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97360,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97360,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
97361,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Conducive to carburetor icing,Effect on equipment
97362,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97362,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Effect on operation
97365,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Heading/course,Not attained/maintained
97365,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97365,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97365,1,Environmental issues,Physical environment,Object/animal/substance,(general),Contributed to outcome
97366,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
97366,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
97367,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Yaw control,Not attained/maintained
97367,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97367,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,High density altitude,Effect on equipment
97369,1,Aircraft,Aircraft propeller/rotor,Propeller system,Propeller hub section,Failure
97369,1,Aircraft,Aircraft propeller/rotor,Propeller system,Propeller hub section,Capability exceeded
97369,1,Aircraft,Aircraft propeller/rotor,Propeller system,Propeller hub section,Fatigue/wear/corrosion
97372,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,Thermal lifting,Effect on operation
97372,1,Environmental issues,Physical environment,Object/animal/substance,Ground equipment,Contributed to outcome
97373,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97373,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97373,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97374,1,Personnel issues,Action/decision,Action,Incorrect action performance,Passenger
97374,1,Personnel issues,Experience/knowledge,Experience/qualifications,Qualification/certification,Pilot
97374,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,High density altitude,Effect on operation
97375,1,Personnel issues,Physical,Impairment/incapacitation,Cardiovascular,Pilot
97375,1,Environmental issues,Physical environment,Object/animal/substance,Wire,Contributed to outcome
97377,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97377,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97383,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97383,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97383,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Rain,Effect on operation
97383,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Convective turbulence,Effect on operation
97383,1,Environmental issues,Conditions/weather/phenomena,Convective weather,Thunderstorm,Decision related to condition
97383,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97383,1,Environmental issues,Conditions/weather/phenomena,Convective weather,Thunderstorm,Effect on operation
97385,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97385,1,Environmental issues,Physical environment,Runway/land/takeoff/taxi surface,(general),Contributed to outcome
97385,1,Environmental issues,Conditions/weather/phenomena,Temp/humidity/pressure,High density altitude,Contributed to outcome
97385,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97386,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
97386,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97386,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97386,1,Environmental issues,Conditions/weather/phenomena,Wind,Tailwind,Effect on operation
97388,2,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
97388,2,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot
97388,1,Environmental issues,Task environment,Physical workspace,Visibility,Effect on personnel
97388,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Pilot of other aircraft
97388,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot of other aircraft
97389,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97389,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97390,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
97390,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
97390,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97390,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97390,1,Environmental issues,Physical environment,Terrain,Sloped/uneven terrain,Contributed to outcome
97392,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97393,1,Personnel issues,Task performance,Planning/preparation,Performance calculations,Pilot
97393,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
97393,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not specified
97395,1,Environmental issues,Conditions/weather/phenomena,Wind,Dust devil/whirlwind,Effect on equipment
97395,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97395,1,Personnel issues,Physical,Physical characteristic,Physical limitation,Pilot
97395,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
97395,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
97398,1,Personnel issues,Psychological,Attention/monitoring,Monitoring environment,Instructor/check pilot
97398,1,Environmental issues,Physical environment,Terrain,(general),Effect on operation
97398,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
97399,1,Personnel issues,Experience/knowledge,Experience/qualifications,Qualification/certification,Student/instructed pilot
97399,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97399,1,Personnel issues,Experience/knowledge,Training,Total instruct/training recvd,Student/instructed pilot
97399,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Student/instructed pilot
97400,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
97400,1,Aircraft,Aircraft handling/service,Placards and markings,(general),Not installed/available
97400,1,Aircraft,Aircraft systems,Ice/rain protection system,"Intake anti-ice, deice",Not used/operated
97402,1,Aircraft,Aircraft systems,Flight control system,Rudder control system,Failure
97402,1,Aircraft,Aircraft systems,Flight control system,Rudder control system,Incorrect use/operation
97402,1,Environmental issues,Physical environment,Terrain,Sloped/uneven terrain,Contributed to outcome
97405,1,Aircraft,Aircraft systems,Hydraulic power system,"Pump, main",Incorrect service/maintenance
97405,1,Aircraft,Fluids/misc hardware,Fluids,Hydraulic fluid,Related operating info
97405,1,Aircraft,Aircraft systems,Landing gear system,Main landing gear,Malfunction
97407,1,Not determined,Not determined,(general),(general),Unknown/Not determined
97409,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent rate,Not attained/maintained
97409,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97409,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Instructor/check pilot
97413,1,Aircraft,Fluids/misc hardware,Fluids,Oil,Incorrect service/maintenance
97413,1,Aircraft,Fluids/misc hardware,Fluids,Oil,Fluid level
97414,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
97414,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
97416,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
97416,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
97417,1,Aircraft,Aircraft systems,Landing gear system,Brake,Incorrect use/operation
97417,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
